Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3]
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,346494,Gaetanus simplex,C5,1,0.5,138.3,0.014461316,2122.4,0,854.13,0.012351854
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196770,Calanus marshallae,C3,1,0.5,138.3,0.014461316,1435.6,0,187.46,0.002710896
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196770,Calanus marshallae,C4,43,0.5,138.3,0.621836587,1831.3,6.8,408.64,0.254109785
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196770,Calanus marshallae,C5,42,0.5,138.3,0.607375271,2454.4,11.2,1050.4,0.637987363
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196770,Calanus marshallae,C6 AF,7,0.5,138.3,0.101229212,2946.5,10.9,1850.33,0.18730723
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196770,Calanus marshallae,C6 AM,1,1,138.3,0.007230658,2512.5,0,1085.17,0.007846496
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196771,Calanus pacificus,C5,15,0.5,138.3,0.21691974,1779.4,10.5,388.96,0.084372747
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,104470,Neocalanus cristatus,C4,3,1,138.3,0.021691974,3819.9,4.4,3193.82,0.069280239
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,104470,Neocalanus cristatus,C5,1,1,138.3,0.007230658,5784.9,0,10670.58,0.077155287
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196772,Neocalanus plumchrus,C5,51,0.5,138.3,0.737527115,3707.6,4.7,2987.02,2.203011894
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196772,Neocalanus plumchrus,C6 AF,1,0.5,138.3,0.014461316,3745.8,0,3060.85,0.044263924
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196775,Eucalanus bungii,C3,1,0.5,138.3,0.014461316,2458.8,0,346.06,0.005004468
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196775,Eucalanus bungii,C4,16,0.5,138.3,0.231381056,3433.9,5.1,987.09,0.228394864
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196775,Eucalanus bungii,C5,28,0.5,138.3,0.404916847,4389.5,3.6,2111.5,0.854982746
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196775,Eucalanus bungii,C6 AF,5,0.5,138.3,0.07230658,6067.4,5.4,5805.73,0.419792246
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196779,Paraeuchaeta elongata,C4,4,1,138.3,0.028922632,2680.1,5.8,1476.01,0.04269002
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196779,Paraeuchaeta elongata,C5,15,1,138.3,0.10845987,3621.6,3.2,3896.27,0.422588967
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196779,Paraeuchaeta elongata,C6 AF,2,1,138.3,0.014461316,4419.3,0.6,7405.4,0.107091899
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196779,Paraeuchaeta elongata,C6 AM,1,1,138.3,0.007230658,4241.3,0,6480.71,0.046859794
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196783,Metridia okhotensis,C5,1,0.5,138.3,0.014461316,1770,0,570.25,0.008246624
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196783,Metridia okhotensis,C6 AM,1,0.5,138.3,0.014461316,2077.8,0,940.35,0.013598729
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196784,Metridia pacifica,C4,1,0.25,138.3,0.028922632,1054.9,0,103.72,0.002999884
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196784,Metridia pacifica,C5,46,0.25,138.3,1.33044107,1402.9,10.4,257.9,0.343124616
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196784,Metridia pacifica,C6 AF,40,0.25,138.3,1.156905278,1827.6,5.8,568.43,0.657617728
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196784,Metridia pacifica,C6 AM,16,0.25,138.3,0.462762111,1204.5,6.6,157.96,0.073096342
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196782,Heterorhabdus tanneri,C5,1,1,138.3,0.007230658,1645.6,0,377.49,0.002729469
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,196782,Heterorhabdus tanneri,C6 AF,3,1,138.3,0.021691974,2532.2,3.9,1455.33,0.03156899
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,104784,Racovitzanus antarcticus,C6 AF,1,1,138.3,0.007230658,1826.9,0,-7.68,-5.55119E-05
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,349800,Candacia columbiae,C4,1,1,138.3,0.007230658,1621.6,0,425.65,0.00307775
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,349800,Candacia columbiae,C6 AM,2,1,138.3,0.014461316,2636.2,3.7,1803.94,0.026087283
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,105440,Parasagitta elegans,Mat. Stg. III,2,0.5,138.3,0.028922632,15377.7,33.8,6900.15,0.199570591
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,105440,Parasagitta elegans,Mat. Stg. IV,13,0.5,138.3,0.187997108,21740,9.9,17585.09,3.305945373
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,105416,Eukrohnia hamata,Mat. Stg. II,19,0.25,138.3,0.549530007,9366.2,14.1,1019.71,0.560360736
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,105416,Eukrohnia hamata,Mat. Stg. III,18,0.25,138.3,0.520607375,13700.8,12.8,4068.04,2.117849561
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,105416,Eukrohnia hamata,Mat. Stg. IV,5,0.25,138.3,0.14461316,17412.4,24.7,11489.19,1.661487814
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,266259,Pseudosagitta scrippsae,Mat. Stg. IV,1,1,138.3,0.007230658,21667.6,0,12722.6,0.091992788
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,139178,Clione limacina, ,9,1,138.3,0.065075922,4718.6,56.2,11503.89,0.748626387
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,140223,Limacina helicina, ,5,1,138.3,0.03615329,1227.7,43.5,663.45,0.023986069
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,254453,Themisto pacifica, ,35,0.5,138.3,0.506146059,2298.1,19.4,544.14,0.275415593
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,428630,Cyphocaris challengeri, ,11,0.5,138.3,0.159074476,4174.1,47.1,2917.17,0.46404774
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,180759,Primno macropa, ,3,0.5,138.3,0.043383948,4804.6,52.5,5477.67,0.237643137
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,106777,Hippolytidae,Zoea,1,1,138.3,0.007230658,5088,0,1776.1,0.012842383
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,1128,Euphausiacea,Calyptopis,1,0.5,138.3,0.014461316,998.2,0,20.91,0.000302441
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,1128,Euphausiacea,Furcilia,6,0.5,138.3,0.086767896,909,19.5,17.71,0.001536304
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,237873,Thysanoessa longipes,Juvenile,1,1,138.3,0.007230658,7909.4,0,7324.89,0.052963761
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,127482,Halocyprididae, ,34,0.5,138.3,0.491684743,1648,10.1,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,883,Polychaeta, ,2,1,138.3,0.014461316,5077.7,22.6,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,131568,Tomopteris septentrionalis, ,1,1,138.3,0.007230658,8331.2,0,4752.33,0.034362509
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,1082,Cirripedia,Nauplius,1,0.5,138.3,0.014461316,284.2,0,1.1,1.59206E-05
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,105,Bivalvia,Larvae,1,0.5,138.3,0.014461316,378.7,0,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,135418,Dimophyes arctica,Anterior nectophore,7,0.5,138.3,0.101229212,6503.4,6,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,135418,Dimophyes arctica,Posterior nectophore,6,0.5,138.3,0.086767896,3096.5,14.8,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,10194,Actinopterygii,Egg,1,1,138.3,0.007230658,1032.2,0,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,514245,Pasiphaea pacifica,Juvenile,1,1,138.3,0.007230658,28000,0,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,16349,Narcomedusae, ,1,1,138.3,0.007230658,1901.7,0,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,103367,Oikopleura,Tail,1,0.5,138.3,0.014461316,4628.4,0,209.52,0.003029873
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,16844,Halicreatidae, ,1,1,138.3,0.007230658,2314.3,0,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,1,200,100,1371,Siphonophorae,0,1,1,138.3,0.007230658,5188.7,0,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,104075,Aetideidae,C4,1,0.125,100.2,0.079840319,1478.2,0,319.15,0.025481323
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,104112,Aetideus,C6 AF,5,0.125,100.2,0.399201597,1458.7,3.2,307,0.122555144
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,104117,Chiridius,C5,1,0.125,100.2,0.079840319,1666.3,0,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,104117,Chiridius,C6 AF,1,0.125,100.2,0.079840319,2216.3,0,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196770,Calanus marshallae,C3,1,0.125,100.2,0.079840319,1479.9,0,206.19,0.016462655
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196770,Calanus marshallae,C4,22,0.125,100.2,1.756487026,1845.6,8.5,421.87,0.741004743
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196770,Calanus marshallae,C5,12,0.125,100.2,0.958083832,2259.4,8,793.58,0.760312471
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196770,Calanus marshallae,C6 AF,1,0.125,100.2,0.079840319,2555.4,0,1144.29,0.09136017
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196770,Calanus marshallae,C6 AM,1,0.125,100.2,0.079840319,2603.2,0,1212.82,0.096832156
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196771,Calanus pacificus,C6 AM,1,0.125,100.2,0.079840319,1884.5,0,451.14,0.036019277
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,104470,Neocalanus cristatus,C3,3,0.5,100.2,0.05988024,2704.7,2.5,1164.69,0.069741974
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,104470,Neocalanus cristatus,C4,1,0.5,100.2,0.01996008,4136.5,0,4014.04,0.080120643
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196772,Neocalanus plumchrus,C5,1,0.5,100.2,0.01996008,3548.2,0,2600.22,0.051900647
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196775,Eucalanus bungii,C4,1,0.5,100.2,0.01996008,3519.8,0,1057.35,0.021104734
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196775,Eucalanus bungii,C5,8,0.5,100.2,0.159680639,4530.6,7.1,2354.95,0.376040716
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196775,Eucalanus bungii,C6 AF,3,0.5,100.2,0.05988024,6190,7.8,6211.68,0.371956653
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196779,Paraeuchaeta elongata,C5,2,1,100.2,0.01996008,4142.3,5.7,6038.99,0.12053864
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196779,Paraeuchaeta elongata,C6 AF,2,1,100.2,0.01996008,4755.4,0.6,9392.27,0.187470362
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196779,Paraeuchaeta elongata,C3,1,0.5,100.2,0.01996008,1980.5,0,548.41,0.010946262
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196779,Paraeuchaeta elongata,C4,1,0.5,100.2,0.01996008,2482.3,0,1140.75,0.022769407
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196784,Metridia pacifica,C5,111,0.125,100.2,8.862275449,1405.8,8.2,256.27,2.271177005
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196784,Metridia pacifica,C6 AF,17,0.125,100.2,1.357285429,1857.2,5.7,596.86,0.810107624
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,196784,Metridia pacifica,C6 AM,3,0.125,100.2,0.239520958,1311.1,6.2,204.1,0.048885762
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,157737,Oithona spinirostris,C6 AF,3,0.125,100.2,0.239520958,759.3,4.3,62.22,0.014902269
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,349800,Candacia columbiae,C6 AF,1,1,100.2,0.00998004,3324.8,0,3584.19,0.035770368
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,349800,Candacia columbiae,C6 AM,1,1,100.2,0.00998004,2742.7,0,2024.72,0.020206769
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,105440,Parasagitta elegans, ,43,1,100.2,0.429141717,21623,28.1,20812.36,8.931453706
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,105416,Eukrohnia hamata, ,2,1,100.2,0.01996008,7354,11.8,397.82,0.007940575
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,140223,Limacina helicina, ,9,0.5,100.2,0.179640719,851.6,17.1,170.62,0.030649765
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,103367,Oikopleura, ,3,0.5,100.2,0.05988024,1007.5,18.5,205.38,0.012298386
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,254453,Themisto pacifica, ,32,0.125,100.2,2.55489022,2527.2,22.9,741.55,1.894577957
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,254453,Themisto pacifica, ,11,1,100.2,0.109780439,5067.7,17.9,5054.09,0.554840378
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,428630,Cyphocaris challengeri, ,17,1,100.2,0.169660679,7174.4,42.8,12844.23,2.179160461
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,106777,Hippolytidae,Zoea,1,1,100.2,0.00998004,6591.9,0,3606.1,0.035989035
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,106738,Paguridae,Zoea,1,1,100.2,0.00998004,852.4,0,308.98,0.003083608
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,148431,Pisinae,Zoea,1,1,100.2,0.00998004,1159.4,0,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,106749,Cancridae,Megalopa,3,1,100.2,0.02994012,2322,5.4,0,0
TGX201909,Multinet,0.5,Oblique,500,2019-09-17T04:37:19-0800,2019-09-17T05:06:49-0800,-149.4689,59.8304,277,GAK01,2,100,60,1128,Euphausiacea,Furcilia,34,0.125,100.2,2.714570858,2799.3,12,213.52,0.579623482
