Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Latitude_[decimal_degrees_north],Longitude_[decimal_degrees_east],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3],,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,196775,Eucalanus bungii,C5,10,0.25,10.87613,3.677778769,4390.8,3.9,2114.18,7.775501779,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,196783,Metridia okhotensis,C5,1,1,10.87613,0.091944469,1759,0,559.3,0.051424479,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,196784,Metridia pacifica,C1,4,0.0625,10.87613,5.88444603,467.5,10.2,8.71,0.051234833,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,196784,Metridia pacifica,C2,2,0.0625,10.87613,2.942223015,562.7,0.1,15.01,0.044148602,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,196784,Metridia pacifica,C3,6,0.0625,10.87613,8.826669045,770.6,3.2,39.59,0.349446011,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,196784,Metridia pacifica,C4,3,0.125,10.87613,2.206667261,1057.3,3.1,104.68,0.230991281,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,196784,Metridia pacifica,C5,10,0.125,10.87613,7.355557537,1341.7,8.5,222.07,1.633417795,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,196784,Metridia pacifica,C6 AF,1,0.125,10.87613,0.735555754,1812.4,0,548.25,0.403271046,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,106656,Oithona similis,C1-5,84,0.00390625,10.87613,1835.947161,428.9,12,0.01,17.16948393,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,106656,Oithona similis,C6 AF,24,0.00390625,10.87613,667.6171496,475.9,6.1,14.28,9.530515627,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,106656,Oithona similis,C6 AM,9,0.00390625,10.87613,250.3564311,428.7,7.8,10.32,2.582882988,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,157737,Oithona spinirostris,C1-5,2,0.0625,10.87613,2.942223015,671.7,14.7,0.02,0.064718113,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,157737,Oithona spinirostris,C6 AF,6,0.0625,10.87613,8.826669045,716.3,6.3,52.09,0.459771517,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,128956,Triconia borealis,C1-5,1,0.0625,10.87613,1.471111507,421.2,19.7,0.01,0.011551975,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,128956,Triconia borealis,C6 AF,6,0.0625,10.87613,8.826669045,480.1,4.3,14.58,0.128705731,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,128956,Triconia borealis,C6 AM,3,0.0625,10.87613,4.413334522,312,12.1,3.83,0.016881158,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,104811,Scolecithricella minor,C2,1,0.0625,10.87613,1.471111507,403.1,0,13.61,0.020016017,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,104811,Scolecithricella minor,C6 AF,1,0.0625,10.87613,1.471111507,1073.7,0,1012.49,1.489482084,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,346398,Epilabidocera longipedata,C3,1,0.5,10.87613,0.183888938,1080.6,0,50.56,0.00929818,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,346398,Epilabidocera longipedata,C5,1,0.5,10.87613,0.183888938,1980.2,0,453.04,0.083308794,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,346398,Epilabidocera longipedata,C6 AF,1,0.5,10.87613,0.183888938,2796.4,0,1580.63,0.290660037,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,116115,Microsetella norvegica, ,1,0.125,10.87613,0.735555754,392.7,0,5.31,0.003905317,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,105440,Parasagitta elegans, ,16,1,10.87613,1.471111507,13941.8,20.1,4811.53,7.078300124,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,105416,Eukrohnia hamata, ,1,0.5,10.87613,0.183888938,2627.8,0,8.81,0.00162051,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,139178,Clione limacina, ,5,0.5,10.87613,0.919444692,1020.4,25.6,330.2,0.30360144,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,139178,Clione limacina, ,3,1,10.87613,0.275833408,2968.5,49.4,3755.84,1.035984947,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,140223,Limacina helicina, ,28,0.0625,10.87613,41.19112221,609.3,34.8,81.7,3.365326787,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,103413,Oikopleura labradoriensis, ,1,0.5,10.87613,0.183888938,1608.4,0,641.16,0.117902687,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,103375,Fritillaria borealis, ,1,0.5,10.87613,0.183888938,683.3,0,3.08,0.000567125,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,254453,Themisto pacifica, ,2,1,10.87613,0.183888938,2828.7,5.7,898.72,0.1652641,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,106777,Hippolytidae,Zoea,3,1,10.87613,0.275833408,2725.8,16.3,335.79,0.092621531,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,106673,Brachyura,Zoea,3,1,10.87613,0.275833408,804.5,32.5,313.1,0.086364264,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,1128,Euphausiacea,Egg,1,0.03125,10.87613,2.942223015,423.6,0,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,1128,Euphausiacea,Calyptopis,5,0.125,10.87613,3.677778769,1171.7,20.3,31.29,0.115063502,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,237851,Euphausia pacifica,Juvenile,1,1,10.87613,0.091944469,5536.8,0,2150.91,0.197764113,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,237874,Thysanoessa spinifera,Juvenile,1,1,10.87613,0.091944469,7868.6,0,8091.22,0.743942903,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,883,Polychaeta,Larvae,8,1,10.87613,0.735555754,594.1,31.5,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,1082,Cirripedia,Nauplius,5,0.03125,10.87613,14.71111507,385.4,24.1,3.63,0.053393944,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,1082,Cirripedia,Cyprid,4,0.03125,10.87613,11.76889206,614.4,25.2,41.19,0.484805975,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,105,Bivalvia,Larvae,85,0.015625,10.87613,500.1779125,293.1,16.7,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,123084,Ophiuroidea,Ophiopluteus,1,0.0625,10.87613,1.471111507,373.8,0,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,123080,Asteroidea,Bipinnaria,3,0.03125,10.87613,8.826669045,647.2,27,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,1789,Phoronida,Actinotroch,2,0.5,10.87613,0.367777877,772.3,6.1,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,101,Gastropoda,Larvae,22,0.015625,10.87613,129.4578127,319.9,32.9,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,1371,Siphonophorae,Bract,2,0.5,10.87613,0.367777877,3371.5,7.8,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,257529,Holophryxus alaskensis,Cryptoniscid,2,0.25,10.87613,0.735555754,760.3,8.8,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,135220,Scyphozoa,Fragment,1,1,10.87613,0.091944469,1506.1,0,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,117849,Aglantha digitale, ,2,1,10.87613,0.183888938,4494.8,6.4,1329.24,0.244432508,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,13551,Anthoathecata, ,1,0.5,10.87613,0.183888938,563.8,0,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,117834,Proboscidactyla flavicirrata, ,1,1,10.87613,0.091944469,2435.9,0,693.14,0.063730711,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,117458,Plotocnide borealis, ,1,1,10.87613,0.091944469,991.9,0,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,117848,Rathkea octopunctata, ,1,1,10.87613,0.091944469,876.1,0,0,0,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,13552,Leptothecata, ,1,1,10.87613,0.091944469,3077.3,0,217.18,0.019968429,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,117030,Clytia, ,3,1,10.87613,0.275833408,16583.3,13.9,60318.99,16.63799172,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,106277,Podon leuckartii, ,6,0.015625,10.87613,35.30667618,343,77.5,13.53,0.47778797,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,106273,Evadne nordmanni, ,33,0.015625,10.87613,194.186719,638.3,23.7,61.22,11.88897688,,,,
WSD201807,QuadNet,0.25,Vertical,150,2018-07-10T09:41:03-0800,2018-07-10T09:45:43-0800,59.8448,-149.4670,269,GAK01,0,100,0,101800,Themisto, ,6,0.25,10.87613,2.206667261,1253.1,19.8,96.4,0.212729463,,,,
