Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3]
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196783,Metridia okhotensis,C6 AF,1,0.0625,147.6,0.108401084,2463.7,0,1600.16,0.173459479
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196783,Metridia okhotensis,C6 AM,7,0.0625,147.6,0.758807588,1944.4,6.5,773.68,0.587075778
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196784,Metridia pacifica,C5,21,0.03125,147.6,4.552845528,1382,7.7,242.35,1.103362683
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196784,Metridia pacifica,C6 AF,42,0.03125,147.6,9.105691057,1926.1,4.9,665.87,6.063171413
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196784,Metridia pacifica,C6 AM,37,0.03125,147.6,8.021680217,1209.9,5.1,159.42,1.278815418
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196782,Heterorhabdus tanneri,C5,1,0.25,147.6,0.027100271,1572.9,0,327.79,0.008883155
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196782,Heterorhabdus tanneri,C6 AF,1,0.25,147.6,0.027100271,2216.6,0,956.99,0.025934703
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,104784,Racovitzanus antarcticus,C6 AF,2,0.5,147.6,0.027100271,1512.6,5.4,-7.68,-0.000208057
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,105440,Parasagitta elegans, ,14,0.5,147.6,0.189701897,14283.1,15.3,4937.54,0.936661359
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,105416,Eukrohnia hamata, ,23,0.5,147.6,0.311653117,12168.1,27.9,3253.96,1.014105497
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,139178,Clione limacina, ,3,0.5,147.6,0.040650407,2204,42,1876.33,0.0762735
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,140223,Limacina helicina, ,72,0.25,147.6,1.951219512,1734,21.4,1386.91,2.706159711
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,140223,Limacina helicina, ,3,0.5,147.6,0.040650407,3149.9,12.6,7070.97,0.287437747
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,254453,Themisto pacifica, ,1,0.5,147.6,0.013550136,2155.4,0,413.44,0.005602109
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,428630,Cyphocaris challengeri, ,21,0.5,147.6,0.284552846,3626.1,53.1,2126.18,0.605011616
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,106777,Hippolytidae,Juvenile,3,0.5,147.6,0.040650407,2583.7,2.2,278.58,0.011324337
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,106738,Paguridae,Zoea,3,0.5,147.6,0.040650407,1012.5,27.2,528.66,0.02149035
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,148428,Oregoniinae,Zoea,10,0.5,147.6,0.135501355,986,19.7,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,110679,Thysanoessa,Juvenile,1,1,147.6,0.006775068,5502,0,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,237874,Thysanoessa spinifera,Juvenile,1,0.5,147.6,0.013550136,10658.1,0,20889.31,0.283052988
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,127482,Halocyprididae, ,17,0.5,147.6,0.230352304,1475,20.7,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,1082,Cirripedia,Nauplius,1,0.5,147.6,0.013550136,1855,0,606.8,0.008222225
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,1082,Cirripedia,Cyprid,1,0.5,147.6,0.013550136,1331.6,0,311,0.004214026
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,101,Gastropoda,Echinospira,1,0.5,147.6,0.013550136,1370.1,0,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,135418,Dimophyes arctica,Anterior nectophore,1,0.5,147.6,0.013550136,7264.8,0,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,257529,Holophryxus alaskensis,Juvenile,1,1,147.6,0.006775068,11310,0,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,10194,Actinopterygii,Egg,16,0.5,147.6,0.216802168,1296.4,11.7,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,514245,Pasiphaea pacifica,Juvenile,3,1,147.6,0.020325203,29346.3,72.8,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,103367,Oikopleura,Tail,3,0.5,147.6,0.040650407,9077.7,28.1,1440.01,0.058537149
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,123084,Ophiuroidea,Post-pluteus,1,0.5,147.6,0.013550136,1227.8,0,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,137215,Doliolidae,Oozoid,1,0.5,147.6,0.013550136,3200.6,0,471.9,0.006394334
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,101383,Gammaridae, ,1,1,147.6,0.006775068,12086.9,0,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,104075,Aetideidae,C3,1,0.5,147.6,0.013550136,2010.8,0,842.19,0.011411771
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104257,Acartia longiremis,C6 AF,1,0.125,125.5,0.06374502,936.1,0,56.98,0.003632136
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104075,Aetideidae,C5,1,1,125.5,0.007968127,1218,0,173.32,0.001381065
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104075,Aetideidae,C6 AF,7,1,125.5,0.055776892,1503.3,11.5,349.97,0.019520293
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104075,Aetideidae,C6 AM,1,1,125.5,0.007968127,1358,0,244.29,0.001946537
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,Calanus marshallae,C3,5,0.03125,125.5,1.274900398,1519.1,8.6,228.21,0.290942079
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,Calanus marshallae,C4,22,0.03125,125.5,5.609561753,1874.3,7,439.6,2.465962151
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,Calanus marshallae,C5,40,0.03125,125.5,10.19920319,2345.2,7.1,888.76,9.064648679
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,Calanus marshallae,C6 AF,11,0.03125,125.5,2.804780876,2764.8,7.2,1487.81,4.172980095
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,Calanus marshallae,C6 AM,11,0.03125,125.5,2.804780876,2593.1,4,1204.01,3.376985885
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104470,Neocalanus cristatus,C3,4,0.5,125.5,0.06374502,2674.6,3.7,1129.26,0.071984609
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104470,Neocalanus cristatus,C4,17,0.5,125.5,0.270916335,4080.6,3.4,3869.96,1.048435372
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104470,Neocalanus cristatus,C5,7,0.5,125.5,0.111553785,5970.7,4.1,11747.93,1.310526394
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,353708,Neocalanus flemingeri,C4,33,0.125,125.5,2.103585657,2491.1,7.3,1002.11,2.10802127
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,353708,Neocalanus flemingeri,C5,29,0.125,125.5,1.848605578,3179.7,11.3,2243.87,4.148028456
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196772,Neocalanus plumchrus,C3,17,0.125,125.5,1.083665339,1891.6,6.9,396.57,0.429747507
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196772,Neocalanus plumchrus,C4,26,0.125,125.5,1.657370518,2613,4.2,1040.51,1.724516578
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196772,Neocalanus plumchrus,C5,4,0.125,125.5,0.25498008,3277.5,3.1,2052.17,0.52326301
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104165,Pseudocalanus,C4,1,0.5,125.5,0.015936255,919.9,0,48.24,0.00076874
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104165,Pseudocalanus,C5,19,0.5,125.5,0.302788845,1200.4,7,113.5,0.034365271
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104165,Pseudocalanus,C6 AF,9,0.5,125.5,0.143426295,1319.2,7.3,153.04,0.021950313
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104165,Pseudocalanus,C6 AM,1,0.5,125.5,0.015936255,1136.3,0,94,0.001498068
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196775,Eucalanus bungii,C5,3,1,125.5,0.023904382,4398.7,5.9,2132.54,0.050976987
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196775,Eucalanus bungii,C6 AF,3,1,125.5,0.023904382,6094.3,3,5852.29,0.139895446
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196775,Eucalanus bungii,C6 AM,1,1,125.5,0.007968127,4097,0,1696.43,0.013517345
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196779,Paraeuchaeta elongata,C5,3,1,125.5,0.023904382,3549.4,3.2,3646.7,0.087172128
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196779,Paraeuchaeta elongata,C6 AF,2,1,125.5,0.015936255,4446.7,1.2,7556.89,0.120428532
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196779,Paraeuchaeta elongata,C6 AM,1,1,125.5,0.007968127,4053.1,0,5593.75,0.044571744
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196783,Metridia okhotensis,C4,38,0.03125,125.5,9.689243028,1379.6,5.3,264.48,2.562579495
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196783,Metridia okhotensis,C5,8,0.03125,125.5,2.039840637,1846.3,7.3,660.63,1.347579144
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196783,Metridia okhotensis,C6 AF,5,0.03125,125.5,1.274900398,2528,3.1,1738.27,2.21612665
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196783,Metridia okhotensis,C6 AM,2,0.03125,125.5,0.509960159,1680.1,5.4,486.99,0.248346396
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196784,Metridia pacifica,C5,28,0.015625,125.5,14.27888446,1451.3,9.6,284.83,4.066995954
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196784,Metridia pacifica,C6 AF,27,0.015625,125.5,13.7689243,1986.4,6.8,736.81,10.1450341
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196784,Metridia pacifica,C6 AM,3,0.015625,125.5,1.529880478,1306.1,3.7,200.67,0.306998895
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,106656,Oithona similis,C6 AF,2,0.125,125.5,0.12749004,501,7.2,16.75,0.002135075
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,105440,Parasagitta elegans, ,41,0.5,125.5,0.653386454,15557.6,28.1,7727.43,5.048997101
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,105440,Parasagitta elegans, ,12,1,125.5,0.09561753,18503.9,24.4,12263.15,1.17257183
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,105416,Eukrohnia hamata, ,2,0.5,125.5,0.03187251,7781.5,61.3,916.93,0.029224889
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,139178,Clione limacina, ,1,1,125.5,0.007968127,3741.6,0,5134.28,0.040910596
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,140223,Limacina helicina, ,60,0.125,125.5,3.824701195,1366.9,36.5,896.43,3.428586627
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,140223,Limacina helicina, ,13,1,125.5,0.103585657,2352.9,10.3,3046.08,0.315530241
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,103367,Oikopleura, ,68,0.25,125.5,2.167330677,1770.7,33.2,990.55,2.146852955
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,254453,Themisto pacifica, ,5,1,125.5,0.039840637,3076.4,26.9,1306.05,0.052033687
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,428630,Cyphocaris challengeri, ,6,1,125.5,0.047808765,6773.6,14,7584.95,0.36262692
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,106777,Hippolytidae,Zoea,32,1,125.5,0.25498008,4113.4,38.2,1441.95,0.367667541
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,106673,Brachyura,Zoea,9,1,125.5,0.071713147,650.7,8.4,163.51,0.011725844
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,106738,Paguridae,Zoea,8,1,125.5,0.06374502,1143.9,20.5,710.17,0.04527001
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,106733,Galatheidae,Zoea,1,1,125.5,0.007968127,1844.9,0,0,0
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,148428,Oregoniinae,Zoea,6,1,125.5,0.047808765,1043,16.1,0,0
