Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3]
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,353708,Neocalanus flemingeri,C4,,,,6,,,,4.56
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,353708,Neocalanus flemingeri,C5,,,,12.5,,,,29.24
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,196772,Neocalanus plumchrus,C4,,,,6.5,,,,6.71
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,196772,Neocalanus plumchrus,C5,,,,16.5,,,,38.69
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,104155,Neocalanus,C1,,,,0.5,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,104155,Neocalanus,C3,,,,1.5,,,,0.45
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,103367,Oikopleura, ,,,,31.5,,,,18.14
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,106738,Paguridae,Glaucothoe,,,,0.26563,,,,0.57
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,106789,Pandalidae,Zoea,,,,0.10938,,,,0.55
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,246375,Pandalopsis dispar, ,,,,0.01563,,,,0.08
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,196779,Paraeuchaeta elongata,C5,,,,0.00781,,,,0.03
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,105440,Parasagitta elegans, ,,,,0.45313,,,,3.76
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,514245,Perigonimus, ,,,,0.00781,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,883,Polychaeta,Larvae,,,,0.00781,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,117834,Proboscidactyla flavicirrata, ,,,,0.00781,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,104165,Pseudocalanus,AF,,,,3.5,,,,0.51
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,104165,Pseudocalanus,AM,,,,0.5,,,,0.05
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,104165,Pseudocalanus,C5,,,,0.5,,,,0.08
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,254453,Themisto pacifica, ,,,,0.01563,,,,0.05
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,101800,Themisto, ,,,,0.09375,,,,0.04
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,110708,Thysanoessa inermis,Juvenile,,,,0.00781,,,,0.35
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,110708,Thysanoessa inermis,Male,,,,0.02344,,,,0.84
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,2,100.3,59.6,237874,Thysanoessa spinifera,Female,,,,0.00781,,,,0.29
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,104257,Acartia longiremis,AF,,,,4.62651,,,,0.45
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,10194,Actinopterygii,Egg,,,,0.04819,,,,0.78
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,10194,Actinopterygii,Larvae,,,,0.04819,,,,0.04
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,254648,Aetideus pacificus,AF,,,,0.01205,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,117849,Aglantha digitale, ,,,,0.24096,,,,0.05
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,254510,Ammodytes hexapterus,Juvenile,,,,0.01205,,,,0.18
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,117333,Bougainvillia superciliaris, ,,,,0.01205,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196770,Calanus marshallae,AF,,,,1.54217,,,,3.46
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196770,Calanus marshallae,C2,,,,0.77108,,,,0.07
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196770,Calanus marshallae,C3,,,,14.6506,,,,3.09
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196770,Calanus marshallae,C4,,,,82.50603,,,,40.3
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196770,Calanus marshallae,C5,,,,16.19277,,,,16.66
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196771,Calanus pacificus,C5,,,,0.04819,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196774,Centropages abdominalis,AF,,,,0.77108,,,,0.2
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,1082,Cirripedia,Nauplii,,,,1.92771,,,,0.13
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,139178,Clione limacina, ,,,,0.08434,,,,0.63
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,137217,Sarsia principes, ,,,,0.01205,,,,0.04
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,106782,Crangonidae,Zoea,,,,0.01205,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,428630,Cyphocaris challengeri, ,,,,0.0241,,,,0.09
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,1806,Echinodermata,Larvae,,,,0.04819,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196775,Eucalanus bungii,C2,,,,0.77108,,,,0.2
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196775,Eucalanus bungii,C3,,,,0.77108,,,,0.39
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196775,Eucalanus bungii,C4,,,,0.04819,,,,0.05
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,105416,Eukrohnia hamata, ,,,,0.06024,,,,0.08
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,1128,Euphausiacea,Calytopsis,,,,13.87952,,,,1.39
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,1128,Euphausiacea,Furcilia,,,,20.43373,,,,4.42
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,101,Gastropoda,Echinospira,,,,0.0241,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,101,Gastropoda,Larvae,,,,0.04819,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,115349,Harpacticus, ,,,,0.01205,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,106777,Hippolytidae,Zoea,,,,0.10843,,,,0.09
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,1131,Isopoda,Cryptoniscus,,,,0.01205,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,140223,Limacina helicina, ,,,,8.0241,,,,3.26
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196784,Metridia pacifica,AF,,,,0.77108,,,,0.53
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196784,Metridia pacifica,C5,,,,2.31325,,,,0.6
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,104470,Neocalanus cristatus,C5,,,,0.06024,,,,0.69
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,353708,Neocalanus flemingeri,C4,,,,1.54217,,,,1.31
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,353708,Neocalanus flemingeri,C5,,,,7.71084,,,,16.96
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196772,Neocalanus plumchrus,C4,,,,33.15663,,,,43.1
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,196772,Neocalanus plumchrus,C5,,,,40.09639,,,,111.64
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,104155,Neocalanus,C3,,,,1.54217,,,,0.39
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,103367,Oikopleura, ,,,,44.33735,,,,29.33
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,0,Oregonidae,Zoea,,,,0.0241,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,106738,Paguridae,Glaucothoe,,,,0.18072,,,,0.32
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,106789,Pandalidae,Zoea,,,,0.33735,,,,1.98
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,246375,Pandalopsis dispar, ,,,,0.03614,,,,0.14
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,423632,Pandalus platyceros,Zoea,,,,0.04819,,,,0.1
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,105440,Parasagitta elegans, ,,,,0.24096,,,,1.47
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,514245,Pasiphaea pacifica, ,,,,0.01205,,,,2.76
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,106775,Pinnotheridae,Zoea,,,,0.01205,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,883,Polychaeta,Larvae,,,,0.04819,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,883,Polychaeta,Trocophore,,,,0.04819,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,104165,Pseudocalanus,AF,,,,12.33735,,,,1.97
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,104165,Pseudocalanus,AM,,,,0.38554,,,,0.04
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,104165,Pseudocalanus,C5,,,,0.09639,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,892593,Siphonophora,Bract,,,,1.92771,,,,0.34
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,3,60.3,39.9,254453,Themisto pacifica, ,,,,0.01205,,,,0.06
