Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Latitude_[decimal_degrees_north],Longitude_[decimal_degrees_east],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3],,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196770,Calanus marshallae,C2,26,0.0625,8.63187,48.19349689,1100,5.5,82.09,3.956270683,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196770,Calanus marshallae,C3,15,0.0625,8.63187,27.80394051,1510,3.7,220.61,6.133954044,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196770,Calanus marshallae,C4,10,0.0625,8.63187,18.53596034,1957.9,6,501.6,9.297545786,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196770,Calanus marshallae,C5,21,0.0625,8.63187,38.92551672,2467,6.1,1037.01,40.36620998,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196770,Calanus marshallae,C6 AF,4,0.0625,8.63187,7.414384137,3015,5.7,1938.62,14.37370389,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196770,Calanus marshallae,C6 AM,1,0.0625,8.63187,1.853596034,2697.1,0,1355.52,2.512588569,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104155,Neocalanus,C2,5,0.125,8.63187,4.633990086,1265.5,4.1,127.59,0.591229813,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104470,Neocalanus cristatus,C4,2,1,8.63187,0.231699504,4484,1.5,5079.89,1.17700797,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,353708,Neocalanus flemingeri,C4,8,0.125,8.63187,7.414384137,2450.7,6.4,945.37,7.009362316,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,353708,Neocalanus flemingeri,C5,7,0.125,8.63187,6.48758612,3178.4,3.1,2152.31,13.96328668,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196772,Neocalanus plumchrus,C3,7,0.125,8.63187,6.48758612,1959.2,14.3,459.81,2.983025507,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196772,Neocalanus plumchrus,C4,30,0.125,8.63187,27.80394051,2749.3,5.1,1215.41,33.79321872,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196772,Neocalanus plumchrus,C5,7,0.125,8.63187,6.48758612,3281.8,6.4,2077.49,13.47792351,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196774,Centropages abdominalis,C1,5,0.03125,8.63187,18.53596034,417.3,3.4,7.12,0.132022138,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196774,Centropages abdominalis,C2,2,0.03125,8.63187,7.414384137,499.1,2.2,12.44,0.092201271,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196774,Centropages abdominalis,C3,3,0.03125,8.63187,11.12157621,621.1,11,25.29,0.281302565,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196774,Centropages abdominalis,C5,1,0.03125,8.63187,3.707192068,894.1,0,76.98,0.285371738,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104196,Paracalanus,C6 AF,5,0.0625,8.63187,9.267980171,638.5,3.7,15.28,0.14160804,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104513,Microcalanus pygmaeus,C4,1,0.0625,8.63187,1.853596034,401.6,0,3.52,0.006522812,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104513,Microcalanus pygmaeus,C6 AF,1,0.0625,8.63187,1.853596034,506,0,7.3,0.013537279,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104165,Pseudocalanus,C1,4,0.00390625,8.63187,118.6301462,441.8,8.6,4.84,0.574744904,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104165,Pseudocalanus,C2,3,0.00390625,8.63187,88.97260964,513.9,4,7.69,0.684564091,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104165,Pseudocalanus,C3,7,0.00390625,8.63187,207.6027558,732.3,8.4,23.96,4.973352475,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104165,Pseudocalanus,C4,10,0.00390625,8.63187,296.5753655,807.8,9.4,32.87,9.749635641,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104165,Pseudocalanus,C5,18,0.00390625,8.63187,533.8356579,950.5,13,56.57,30.19907463,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104165,Pseudocalanus,C6 AM,50,0.03125,8.63187,185.3596034,882.5,6.9,42.97,7.9647662,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,355067,Pseudocalanus mimus,C6 AF,43,0.03125,8.63187,159.4092589,1185.6,3.5,107.93,17.20490818,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,157679,Pseudocalanus newmani,C6 AF,26,0.03125,8.63187,96.38699378,1031,7.8,70.52,6.797003456,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196775,Eucalanus bungii,C5,1,1,8.63187,0.115849752,4818.4,0,2810.86,0.325636881,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196775,Eucalanus bungii,C6 AF,1,1,8.63187,0.115849752,5498.1,0,4239.17,0.491106389,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196784,Metridia pacifica,C1,8,0.03125,8.63187,29.65753655,504.3,12.3,11.16,0.331123202,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196784,Metridia pacifica,C2,1,0.03125,8.63187,3.707192068,585.5,0,16.96,0.062875155,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196784,Metridia pacifica,C3,3,0.03125,8.63187,11.12157621,772.2,2.3,39.77,0.44228747,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196784,Metridia pacifica,C4,6,0.0625,8.63187,11.12157621,1032.7,8,98.85,1.099383008,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196784,Metridia pacifica,C5,4,0.0625,8.63187,7.414384137,1343.8,13.8,228.91,1.697252042,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,196784,Metridia pacifica,C6 AF,1,0.0625,8.63187,1.853596034,1837.3,0,571.79,1.05985949,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,106656,Oithona similis,C1-5,50,0.015625,8.63187,370.7192068,431.3,14.5,0.01,3.603237494,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,106656,Oithona similis,C6 AF,13,0.015625,8.63187,96.38699378,482.4,7.6,15,1.445657309,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,106656,Oithona similis,C6 AM,7,0.015625,8.63187,51.90068896,460.3,10.9,13.15,0.6822783,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,157737,Oithona spinirostris,C1-5,1,0.0625,8.63187,1.853596034,610.1,20,0.02,0.035378824,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,157737,Oithona spinirostris,C6 AF,1,0.0625,8.63187,1.853596034,696.6,0,47.15,0.087390657,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,128956,Triconia borealis,C1-5,3,0.0625,8.63187,5.560788103,409.2,13.3,0.01,0.035864872,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,128956,Triconia borealis,C6 AF,2,0.0625,8.63187,3.707192068,466.6,1.4,13.25,0.049129671,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104811,Scolecithricella minor,C3,1,0.0625,8.63187,1.853596034,561.5,0,58.44,0.108318302,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,104811,Scolecithricella minor,C6 AF,1,0.0625,8.63187,1.853596034,1043.4,0,892.82,1.654918461,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,105440,Parasagitta elegans, ,14,1,8.63187,1.62189653,9676.1,41.4,2140.81,3.472176027,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,140223,Limacina helicina, ,44,0.0625,8.63187,81.55822551,391.3,31.8,22.66,1.848417507,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,103413,Oikopleura labradoriensis, ,5,0.125,8.63187,4.633990086,1133.2,23.7,288.31,1.336047929,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,103407,Oikopleura dioica, ,2,0.125,8.63187,1.853596034,661.2,37.1,76.85,0.142446257,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,103375,Fritillaria borealis, ,13,0.125,8.63187,12.04837422,537.6,36.7,2.08,0.025044742,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,106777,Hippolytidae,Zoea,1,1,8.63187,0.115849752,6802.8,0,3930.35,0.455330169,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,106789,Pandalidae,Zoea,1,1,8.63187,0.115849752,5900.4,0,3442.2,0.398778379,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,106673,Brachyura,Zoea,3,1,8.63187,0.347549256,1057.9,28.9,604.2,0.2099899,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,1128,Euphausiacea,Egg,11,0.015625,8.63187,81.55822551,356.3,5.1,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,1128,Euphausiacea,Nauplius,9,0.015625,8.63187,66.72945723,547.5,5,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,1128,Euphausiacea,Calyptopis,5,0.03125,8.63187,18.53596034,1081.6,3.7,25.06,0.464533981,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,1128,Euphausiacea,Furcilia,1,1,8.63187,0.115849752,2450.9,0,155.64,0.018030353,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,883,Polychaeta,Larvae,39,0.03125,8.63187,144.5804907,631.5,69,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,1082,Cirripedia,Nauplius,14,0.03125,8.63187,51.90068896,515,22.6,9.6,0.498299731,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,105,Bivalvia,Larvae,12,0.03125,8.63187,44.48630482,273.4,14.3,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,123084,Ophiuroidea,Ophiopluteus,31,0.03125,8.63187,114.9229541,330.2,15.1,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,123082,Echinoidea,Echinopluteus,7,0.03125,8.63187,25.95034448,520.2,12.1,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,123080,Asteroidea,Bipinnaria,9,0.03125,8.63187,33.36472862,467,15.6,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,101,Gastropoda,Larvae,10,0.03125,8.63187,37.07192068,333.1,38.6,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,146142,Bryozoa,Cyphonautes,7,0.03125,8.63187,25.95034448,399.2,20.5,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,1371,Siphonophorae,Athorybia larvae,2,1,8.63187,0.231699504,1960.5,7.9,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,1371,Siphonophorae,Bract,2,0.125,8.63187,1.853596034,1200.9,15.6,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,10194,Actinopterygii,Larvae,2,1,8.63187,0.231699504,2137.8,54.7,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,1267,Cnidaria, ,3,0.5,8.63187,0.695098513,1210.5,10.6,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,117067,Coryne, ,1,1,8.63187,0.115849752,4369.9,0,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T08:17:08-0800,2019-05-01T08:22:45-0800,59.8462,-149.4878,270,GAK01,0,100,0,117848,Rathkea octopunctata, ,1,1,8.63187,0.115849752,883,0,0,0,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,1100,Calanoida,Nauplius,52,0.00390625,10.11596521,1315.939678,327.9,11.8,4.22,5.554241637,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104108,Acartia,C1,10,0.03125,10.11596521,31.63316533,381.5,7.8,4.26,0.134749119,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104108,Acartia,C2,5,0.03125,10.11596521,15.81658267,447.1,5.4,6.7,0.105910928,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104108,Acartia,C3,6,0.03125,10.11596521,18.9798992,559.7,3.8,12.82,0.243407209,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104108,Acartia,C4,1,0.03125,10.11596521,3.163316533,653.2,0,20.02,0.063343922,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104257,Acartia longiremis,C6 AF,7,0.03125,10.11596521,22.14321573,1019,6.7,73.66,1.631138388,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104257,Acartia longiremis,C6 AM,11,0.03125,10.11596521,34.79648187,807.3,3.6,37.18,1.293811051,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,196770,Calanus marshallae,C1,8,0.0625,10.11596521,12.65326613,755.7,3.9,25.15,0.318186067,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,196770,Calanus marshallae,C2,15,0.0625,10.11596521,23.724874,1071.9,4,75.32,1.78706569,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,196770,Calanus marshallae,C3,15,0.0625,10.11596521,23.724874,1459.9,4.5,198.84,4.71736758,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,196770,Calanus marshallae,C4,4,0.0625,10.11596521,6.326633067,2028.8,10.6,571.1,3.613137094,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,196770,Calanus marshallae,C5,6,0.0625,10.11596521,9.4899496,2381.4,3.3,919.92,8.729986937,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,196770,Calanus marshallae,C6 AF,1,1,10.11596521,0.098853642,3050.6,0,1994.91,0.197204158,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104155,Neocalanus,C2,5,0.0625,10.11596521,7.908291333,1301,1.8,137.88,1.090406506,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104155,Neocalanus,C3,1,0.0625,10.11596521,1.581658267,1720.9,0,311.4,0.492521858,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104470,Neocalanus cristatus,C2,1,1,10.11596521,0.098853642,1775.3,0,341,0.033709182,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104470,Neocalanus cristatus,C3,8,1,10.11596521,0.790829133,2653.3,5.1,1107.13,0.875548937,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,104470,Neocalanus cristatus,C4,2,1,10.11596521,0.197707283,4167.1,3.1,4106.95,0.811972976,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,353708,Neocalanus flemingeri,C3,1,0.0625,10.11596521,1.581658267,1736.7,0,309.84,0.490062102,,,,
TGX201904,QuadNet,0.25,Vertical,150,2019-05-01T12:13:24-0800,2019-05-01T12:18:39-0800,59.6941,-149.3266,230,GAK02,0,100,0,353708,Neocalanus flemingeri,C4,29,0.0625,10.11596521,45.86808973,2472.6,4.6,967.28,44.36734829,,,,
