Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3]
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196770,Calanus marshallae,C6 AM,7,0.125,291.4,0.192175704,2871,4,1656.38,0.31831617
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196771,Calanus pacificus,C5,5,0.125,291.4,0.13726836,1897.5,12.3,481.4,0.066081257
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,104470,Neocalanus cristatus,C4,4,0.25,291.4,0.054907344,4192.9,2.3,4180.22,0.229524883
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,104470,Neocalanus cristatus,C5,45,0.25,291.4,0.617707618,6448.5,4,14707.85,9.085151183
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,353708,Neocalanus flemingeri,C4,3,0.03125,291.4,0.329444063,2386,13.4,893.24,0.294273175
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,353708,Neocalanus flemingeri,C5,3,0.03125,291.4,0.329444063,3263.9,10.2,2395.16,0.789071039
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,353708,Neocalanus flemingeri,C6 AF,45,0.03125,291.4,4.941660947,3399.9,4.7,2682.78,13.25737923
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,353708,Neocalanus flemingeri,C6 AM,2,0.125,291.4,0.054907344,2960.1,2.6,1711.05,0.093949123
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196772,Neocalanus plumchrus,C3,1,0.0625,291.4,0.054907344,1812,0,343.89,0.018881854
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196772,Neocalanus plumchrus,C4,1,0.0625,291.4,0.054907344,2103.5,0,538.81,0.02958473
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196772,Neocalanus plumchrus,C5,50,0.0625,291.4,2.745367193,3787.9,4.6,3185.11,8.744287686
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196774,Centropages abdominalis,C6 AF,1,0.25,291.4,0.013726836,1116.3,0,154.12,0.002115629
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,104165,Pseudocalanus,C5,18,0.03125,291.4,1.976664379,1211.7,7.4,117.13,0.231530215
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,104165,Pseudocalanus,C6 AF,2,0.03125,291.4,0.219629375,1267.6,3,132.99,0.029208944
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196775,Eucalanus bungii,C3,4,0.25,291.4,0.054907344,2491.7,5.1,362.99,0.019931025
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196775,Eucalanus bungii,C4,23,0.25,291.4,0.315717227,3544.2,2.5,1082.46,0.341750592
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196775,Eucalanus bungii,C5,19,0.25,291.4,0.260809883,4553.6,7.4,2396.22,0.624957385
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196775,Eucalanus bungii,C6 AF,19,0.25,291.4,0.260809883,6053.8,7.2,5812.07,1.515846402
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196779,Paraeuchaeta elongata,C2,2,0.25,291.4,0.027453672,1227.9,3.6,116.65,0.003202491
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196779,Paraeuchaeta elongata,C3,3,0.25,291.4,0.041180508,1823.1,3.2,420.31,0.017308715
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196779,Paraeuchaeta elongata,C4,3,0.25,291.4,0.041180508,2686.7,3.7,1479.23,0.060915454
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196779,Paraeuchaeta elongata,C5,16,0.25,291.4,0.219629375,3676.5,2.4,4085.2,0.897230973
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196779,Paraeuchaeta elongata,C6 AF,6,0.25,291.4,0.082361016,4465,3,7677.18,0.632300706
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196779,Paraeuchaeta elongata,C6 AM,2,0.25,291.4,0.027453672,4293,0.2,6740.43,0.185049586
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196783,Metridia okhotensis,C5,16,0.0078125,291.4,7.028140014,1845.3,5.5,655.51,4.606982723
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196784,Metridia pacifica,C5,18,0.0078125,291.4,7.906657515,1420,9.9,266.43,2.106562232
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196784,Metridia pacifica,C6 AF,55,0.0078125,291.4,24.1592313,1849.5,8,595.09,14.37702046
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196784,Metridia pacifica,C6 AM,27,0.0078125,291.4,11.85998627,1247,6.1,175.49,2.081367204
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196782,Heterorhabdus tanneri,C5,7,0.25,291.4,0.096087852,1727.5,3.5,440.86,0.042361367
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196782,Heterorhabdus tanneri,C6 AF,1,0.25,291.4,0.013726836,2488.9,0,1374.31,0.018864905
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,196782,Heterorhabdus tanneri,C6 AM,3,0.25,291.4,0.041180508,2259.2,6.4,1024.78,0.042201032
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,157737,Oithona spinirostris,C5,2,0.125,291.4,0.054907344,588.6,10.1,28.14,0.001545344
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,157737,Oithona spinirostris,C6 AF,6,0.125,291.4,0.164722032,711.1,6.4,50.94,0.008390731
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,104784,Racovitzanus antarcticus,C6 AF,3,0.25,291.4,0.041180508,1668.1,2,-7.68,-0.000316155
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,349800,Candacia columbiae,C4,5,0.25,291.4,0.06863418,1408.5,5.3,282.11,0.019362088
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,349800,Candacia columbiae,C5,7,0.25,291.4,0.096087852,2102.3,6.7,929.65,0.089328334
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,349800,Candacia columbiae,C6 AF,3,0.25,291.4,0.041180508,2933,5.6,2485.39,0.102349816
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,349800,Candacia columbiae,C6 AM,3,0.25,291.4,0.041180508,2720.7,3.4,1981.08,0.081581954
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,354841,Pleuromamma scutullata,C6 AF,1,0.25,291.4,0.013726836,2633.3,0,1660.05,0.022787186
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,105440,Parasagitta elegans, ,69,0.125,291.4,1.894303363,23744.1,9.3,23148.71,43.85067111
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,105416,Eukrohnia hamata, ,53,0.125,291.4,1.455044612,11861.3,39.6,4134.35,6.015659786
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,139178,Clione limacina, ,47,0.5,291.4,0.322580645,3321.6,38.3,4697.46,1.515310645
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,139178,Clione limacina, ,6,1,291.4,0.020590254,6202.4,17.2,15775.6,0.324823518
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,140223,Limacina helicina, ,55,0.0625,291.4,3.019903912,898,30.9,234.88,0.709324593
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,103367,Oikopleura, ,1,0.25,291.4,0.013726836,864.1,0,133.41,0.00183136
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,254453,Themisto pacifica, ,41,0.25,291.4,0.562800275,4322.9,28.9,3594.77,2.023134864
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,428630,Cyphocaris challengeri, ,52,0.125,291.4,1.42759094,3529.2,51.5,2003.26,2.859834539
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,180759,Primno macropa, ,1,0.5,291.4,0.006863418,5971.5,0,6959.13,0.047763434
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,106738,Paguridae,0,1,1,291.4,0.003431709,2006,0,2811.43,0.00964801
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,1128,Euphausiacea,Nauplius,1,0.25,291.4,0.013726836,853.6,0,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,1128,Euphausiacea,Juvenile,7,1,291.4,0.024021963,12519.8,4.1,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,237851,Euphausia pacifica,Juvenile,1,1,291.4,0.003431709,12312.9,0,24751.49,0.084939925
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,237851,Euphausia pacifica,AM,1,1,291.4,0.003431709,12150.7,0,23768.46,0.081566428
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,110708,Thysanoessa inermis,Juvenile,1,1,291.4,0.003431709,6638.9,0,4125.11,0.014156173
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,127482,Halocyprididae, ,112,0.125,291.4,3.074811256,1501.7,16.4,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,131568,Tomopteris septentrionalis, ,3,1,291.4,0.010295127,8008.8,41.2,5284.76,0.054407271
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,101,Gastropoda,Echinospira,2,0.5,291.4,0.013726836,1444.3,1.7,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,1248,Ctenophora, ,1,0.5,291.4,0.006863418,25174.4,0,1974676,13.55302677
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,135418,Dimophyes arctica,Anterior nectophore,3,0.25,291.4,0.041180508,5426.1,7.7,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,135418,Dimophyes arctica,Cormidium,5,0.25,291.4,0.06863418,4322.3,27.3,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,135418,Dimophyes arctica,Anterior nectophore,2,0.5,291.4,0.013726836,6464.7,6.7,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,1371,Siphonophorae,Bract,6,0.25,291.4,0.082361016,3081.3,32.4,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,514245,Pasiphaea pacifica,Juvenile,32,0.5,291.4,0.219629375,11951.2,58.3,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,13551,Anthoathecata, ,1,1,291.4,0.003431709,1068.2,0,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,117562,Euphysa flammea, ,3,1,291.4,0.010295127,6048.6,15.8,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,106277,Podon leuckartii, ,2,0.25,291.4,0.027453672,686.4,25.4,72.55,0.001991752
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,1035143,Solmundaegina nematophora, ,5,0.5,291.4,0.03431709,4193.8,26.9,4459.46,0.153035788
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,1371,Siphonophorae, ,1,0.25,291.4,0.013726836,2788.4,0,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,135333,Calycophorae,Bract,9,0.25,291.4,0.123541524,3242.3,32.3,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,135333,Calycophorae,0,2,0.25,291.4,0.027453672,4883.1,8.7,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,1,200,100,1131,Isopoda, ,2,0.5,291.4,0.013726836,751.9,11.9,0,0
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,104257,Acartia longiremis,C6 AF,3,0.03125,114.4,0.839160839,1074.8,4.5,85.44,0.071702059
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,254648,Aetideus pacificus,C6 AF,1,0.03125,114.4,0.27972028,1465.5,0,310.62,0.086886652
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,196770,Calanus marshallae,C4,14,0.03125,114.4,3.916083916,1962.4,4.2,502.62,1.968312502
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,196770,Calanus marshallae,C5,22,0.03125,114.4,6.153846154,2693.5,4.9,1359.95,8.368935632
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,196770,Calanus marshallae,C6 AF,5,0.03125,114.4,1.398601399,2916.5,4.1,1739.92,2.433452626
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,196770,Calanus marshallae,C6 AM,1,0.125,114.4,0.06993007,2945.9,0,1787.75,0.125017209
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,104470,Neocalanus cristatus,C3,2,0.25,114.4,0.06993007,2684.3,4.1,1140.56,0.079759581
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,104470,Neocalanus cristatus,C4,1,0.25,114.4,0.034965035,4175.6,0,4125.56,0.144250488
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,104470,Neocalanus cristatus,C5,9,1,114.4,0.078671329,6153.5,3.4,12812.45,1.007972276
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,353708,Neocalanus flemingeri,C5,2,0.125,114.4,0.13986014,3177.8,6.2,2159.19,0.301984018
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,196772,Neocalanus plumchrus,C5,4,0.5,114.4,0.06993007,3762.3,6.4,3130.65,0.218926545
SKQ201915,Multinet,0.5,Oblique,500,2019-07-13T05:55:23-0800,2019-07-13T06:42:15-0800,-149.4636,59.8490,274,GAK01,2,100,60,104165,Pseudocalanus,C6 AF,3,0.03125,114.4,0.839160839,1095.4,6.2,84.44,0.070862506
