Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Latitude_[decimal_degrees_north],Longitude_[decimal_degrees_east],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3],,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,355067,Pseudocalanus mimus,C6 AF,51,0.0078125,8.203502722,795.7576442,956.1,7.9,55.64,44.27294259,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,157679,Pseudocalanus newmani,C6 AF,10,0.0078125,8.203502722,156.0309106,755.1,8.2,26.41,4.121400761,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,196775,Eucalanus bungii,C3,2,1,8.203502722,0.243798298,2577.4,4.8,402.25,0.098068498,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,196775,Eucalanus bungii,C4,2,1,8.203502722,0.243798298,3571.9,2,1107.56,0.270021198,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,196775,Eucalanus bungii,C5,2,1,8.203502722,0.243798298,4699.7,2.6,2603.91,0.634829132,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,196779,Paraeuchaeta elongata,C2,1,1,8.203502722,0.121899149,1316,0,145.7,0.017760994,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,196784,Metridia pacifica,C2,1,0.125,8.203502722,0.975193191,589.9,0,17.36,0.016924918,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,196784,Metridia pacifica,C3,3,0.125,8.203502722,2.925579574,756.9,4.1,37.49,0.109689752,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,196784,Metridia pacifica,C4,3,0.125,8.203502722,2.925579574,1030.7,5.9,97.3,0.284668269,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,196784,Metridia pacifica,C5,6,0.125,8.203502722,5.851159148,1263.8,7,183.23,1.072110559,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,196784,Metridia pacifica,C6 AF,10,0.5,8.203502722,2.437982978,1883.7,6.4,624.54,1.522608863,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,106656,Oithona similis,C1-5,46,0.00390625,8.203502722,1435.484378,412.9,18.6,0.01,9.87415562,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,106656,Oithona similis,C6 AF,28,0.00390625,8.203502722,873.7730995,482.4,7.6,15,13.10965314,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,106656,Oithona similis,C6 AM,3,0.00390625,8.203502722,93.61854637,445.8,6.4,11.57,1.083356217,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,157737,Oithona spinirostris,C1-5,3,0.0625,8.203502722,5.851159148,676.7,17.3,0.03,0.174292309,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,157737,Oithona spinirostris,C6 AF,3,0.0625,8.203502722,5.851159148,764.4,1.5,63.32,0.370473016,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,128956,Triconia borealis,C6 AF,6,0.0625,8.203502722,11.7023183,449.6,4.6,11.85,0.138661508,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,128956,Triconia borealis,C6 AM,1,0.0625,8.203502722,1.950386383,267.5,0,2.27,0.004435298,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,104811,Scolecithricella minor,C2,1,0.0625,8.203502722,1.950386383,387.8,0,11.47,0.022370573,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,104811,Scolecithricella minor,C6 AF,1,0.0625,8.203502722,1.950386383,1149.3,0,1366.3,2.664803487,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,116115,Microsetella norvegica, ,8,0.0625,8.203502722,15.60309106,398.3,23.7,5.7,0.08900236,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,105440,Parasagitta elegans,Mat. Stg. II,4,0.25,8.203502722,1.950386383,2269.8,27.8,17.95,0.035013463,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,105440,Parasagitta elegans,Mat. Stg. II,2,1,8.203502722,0.243798298,12004.1,0.5,2680.22,0.653432293,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,105416,Eukrohnia hamata,Mat. Stg. II,3,1,8.203502722,0.365697447,7082.5,16.3,365.27,0.133578278,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,139178,Clione limacina, ,9,1,8.203502722,1.09709234,2498.2,38.4,2502.46,2.745424655,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,140223,Limacina helicina, ,44,0.00097656,8.203502722,5492.302131,562.3,36.7,67.02,368.1008099,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,103413,Oikopleura labradoriensis, ,3,0.125,8.203502722,2.925579574,791.7,82,203.27,0.594689035,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,103407,Oikopleura dioica, ,49,0.125,8.203502722,47.78446638,692.6,29.1,88.63,4.235199484,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,254453,Themisto pacifica, ,2,0.5,8.203502722,0.487596596,1993.1,42.7,409.79,0.199812049,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,106777,Hippolytidae,Zoea,2,1,8.203502722,0.243798298,2913.3,13.3,394.65,0.096215819,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,1128,Euphausiacea,Egg,2,0.0625,8.203502722,3.900772765,403.4,6.4,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,1128,Euphausiacea,Nauplius,4,0.0625,8.203502722,7.801545531,449,14.4,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,1128,Euphausiacea,Calyptopis,4,0.25,8.203502722,1.950386383,1725.6,33,78.88,0.153839442,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,1128,Euphausiacea,Furcilia,9,0.5,8.203502722,2.194184681,2735.8,13.1,203.17,0.445782643,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,883,Polychaeta,Larvae,2,0.5,8.203502722,0.487596596,1122.4,27.1,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,1082,Cirripedia,Nauplius,2,0.0625,8.203502722,3.900772765,281.6,2.2,1.07,0.004163309,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,105,Bivalvia,Larvae,7,0.0078125,8.203502722,109.2216374,193.5,22.5,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,101,Gastropoda,Larvae,4,0.0078125,8.203502722,62.41236425,282.8,26.6,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,13551,Anthoathecata, ,1,1,8.203502722,0.121899149,1330.8,0,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,117834,Proboscidactyla flavicirrata, ,1,1,8.203502722,0.121899149,5792.7,0,9921.18,1.209383955,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,117458,Plotocnide borealis, ,1,1,8.203502722,0.121899149,918.9,0,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,106277,Podon leuckartii, ,11,0.0625,8.203502722,21.45425021,543.3,19.2,29.62,0.635420189,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,106273,Evadne nordmanni, ,2,0.0625,8.203502722,3.900772765,737,15,86.13,0.335966985,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,117988,Hybocodon prolifer, ,1,1,8.203502722,0.121899149,1865,0,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,128586,Oncaeidae,C1-5,2,0.0625,8.203502722,3.900772765,213.3,10.1,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-13T08:02:20-0800,2019-07-13T08:07:43-0800,59.8460,-149.4657,276,GAK01,0,100,0,128586,Oncaeidae,C6 AM,2,0.0625,8.203502722,3.900772765,195.8,3.6,0,0,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,1100,Calanoida,Nauplius,24,0.00195313,8.625164333,1424.664941,260.7,17,2.32,3.307521963,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,104108,Acartia,C2,1,0.0078125,8.625164333,14.84029696,411.8,0,5.24,0.07777008,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,104108,Acartia,C3,3,0.0078125,8.625164333,44.52089087,511.8,1.8,9.86,0.439064579,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,104257,Acartia longiremis,C6 AF,5,0.0625,8.625164333,9.275185598,962.9,4.6,62.13,0.576290318,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,104257,Acartia longiremis,C6 AM,1,0.0625,8.625164333,1.85503712,823.6,0,39.27,0.072854173,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196770,Calanus marshallae,C1,1,0.125,8.625164333,0.92751856,757.1,0,25.18,0.023351984,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196770,Calanus marshallae,C2,1,0.125,8.625164333,0.92751856,914.7,0,45.58,0.042276368,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196770,Calanus marshallae,C3,5,0.125,8.625164333,4.637592799,1346.6,8.2,156.16,0.72422749,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196770,Calanus marshallae,C4,2,0.125,8.625164333,1.85503712,1851.2,5.4,418.23,0.77583528,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196770,Calanus marshallae,C5,3,0.5,8.625164333,0.69563892,2733.1,7.9,1432.61,0.996576036,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196770,Calanus marshallae,C6 AF,4,0.5,8.625164333,0.92751856,2935.5,2.4,1770.71,1.642362135,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196771,Calanus pacificus,C1,1,0.125,8.625164333,0.92751856,663.8,0,15.4,0.014279464,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196771,Calanus pacificus,C6 AM,4,0.5,8.625164333,0.92751856,1980.7,2.8,531.11,0.492610038,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,104470,Neocalanus cristatus,C3,2,1,8.625164333,0.23187964,2636.6,0.1,1080.07,0.250447306,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,104470,Neocalanus cristatus,C5,1,1,8.625164333,0.11593982,6231.1,0,13251.23,1.536344709,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196772,Neocalanus plumchrus,C3,1,0.5,8.625164333,0.23187964,1795.3,0,334.42,0.077544244,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196772,Neocalanus plumchrus,C4,9,0.5,8.625164333,2.08691676,2649.5,2.9,1081.64,2.257291429,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196772,Neocalanus plumchrus,C5,8,0.5,8.625164333,1.85503712,3430.9,6.8,2377.3,4.409988383,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,104468,Mesocalanus tenuicornis,C6 AF,1,0.5,8.625164333,0.23187964,1800,0,521.01,0.120811104,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196774,Centropages abdominalis,C2,1,0.0625,8.625164333,1.85503712,438.4,0,8.28,0.015363019,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196774,Centropages abdominalis,C3,3,0.0625,8.625164333,5.565111359,538.2,3.4,15.78,0.087808582,,,,
SKQ201915,QuadNet,0.25,Vertical,150,2019-07-12T15:19:38-0800,2019-07-12T15:25:32-0800,59.5525,-149.1872,202,GAK03,0,100,0,196774,Centropages abdominalis,C4,1,0.0625,8.625164333,1.85503712,716.1,0,38.43,0.071298156,,,,
