Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Latitude_[decimal_degrees_north],Longitude_[decimal_degrees_east],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3],,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196770,Calanus marshallae,C6 AF,3,0.25,11.926,1.00620493,2631.8,6.6,1267.11,1.274970349,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196770,Calanus marshallae,C6 AM,1,1,11.926,0.083850411,2781.9,0,1493.66,0.125244182,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196771,Calanus pacificus,C1,12,0.25,11.926,4.024819722,640.3,4.7,13.8,0.055562148,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196771,Calanus pacificus,C2,7,0.25,11.926,2.347811504,839,4.4,33.05,0.077604602,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196771,Calanus pacificus,C3,7,0.25,11.926,2.347811504,1138.7,4.7,88.91,0.208744979,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196771,Calanus pacificus,C4,3,0.25,11.926,1.00620493,1714.2,14.3,347.91,0.350066565,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196771,Calanus pacificus,C5,13,0.25,11.926,4.360221365,1920,9.3,493.42,2.151432757,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196771,Calanus pacificus,C6 AF,5,0.25,11.926,1.677008217,2160.9,2.2,703.48,1.179740316,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196771,Calanus pacificus,C6 AM,2,1,11.926,0.167700822,1962.8,4.9,516.87,0.08667876,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104470,Neocalanus cristatus,C3,1,1,11.926,0.083850411,2819.5,0,1313.24,0.110115324,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104470,Neocalanus cristatus,C4,1,1,11.926,0.083850411,4278.8,0,4430.09,0.37146469,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104468,Mesocalanus tenuicornis,C4,1,1,11.926,0.083850411,1108.4,0,55.62,0.004663692,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104196,Paracalanus,C2,2,0.0078125,11.926,21.46570518,346.3,6.6,2.22,0.047677455,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104196,Paracalanus,C3,15,0.0078125,11.926,160.9927889,402.3,4.2,3.56,0.572832414,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104196,Paracalanus,C4,10,0.0078125,11.926,107.3285259,506.5,7.3,7.45,0.799400932,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104196,Paracalanus,C5,12,0.0078125,11.926,128.7942311,630.8,7.3,14.89,1.918262892,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104196,Paracalanus,C6 AF,14,0.0078125,11.926,150.2599363,671.1,5.1,17.96,2.699026197,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104196,Paracalanus,C6 AM,5,0.0078125,11.926,53.66426295,719.8,1.3,22.24,1.193549103,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104513,Microcalanus pygmaeus,C3,5,0.0625,11.926,6.708032869,354.8,4.5,2.39,0.016054605,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104513,Microcalanus pygmaeus,C4,12,0.0625,11.926,16.09927889,414.3,7.4,3.95,0.063542752,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104513,Microcalanus pygmaeus,C5,5,0.0625,11.926,6.708032869,465.6,8.5,5.73,0.03840587,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104513,Microcalanus pygmaeus,C6 AF,5,0.0625,11.926,6.708032869,497.7,3.7,6.96,0.046670411,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104165,Pseudocalanus,C1,17,0.0078125,11.926,182.458494,381.8,4.4,3.02,0.551005198,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104165,Pseudocalanus,C2,9,0.0078125,11.926,96.59567332,458.5,6.4,5.41,0.522991341,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104165,Pseudocalanus,C3,28,0.0078125,11.926,300.5198725,551.7,7,9.75,2.930217927,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104165,Pseudocalanus,C4,22,0.0078125,11.926,236.122757,629.4,5.9,14.71,3.473046085,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104165,Pseudocalanus,C5,18,0.0078125,11.926,193.1913466,755.5,8,26.43,5.106173853,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104165,Pseudocalanus,C6 AM,17,0.015625,11.926,91.22924702,741.8,5.8,24.71,2.254355769,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,355067,Pseudocalanus mimus,C6 AF,48,0.015625,11.926,257.5884622,920.1,5.8,48.82,12.57537446,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,157679,Pseudocalanus newmani,C6 AF,4,0.015625,11.926,21.46570518,738.1,6,24.28,0.521172219,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,128634,Corycaeus,C6 AF,1,0.25,11.926,0.335401643,544.3,0,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196775,Eucalanus bungii,C3,1,1,11.926,0.083850411,2662.2,0,443.25,0.037166751,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196775,Eucalanus bungii,C4,5,1,11.926,0.419252054,3463.8,16.1,1079.3,0.452500472,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196775,Eucalanus bungii,C5,5,1,11.926,0.419252054,4435.5,7.8,2207.89,0.925661933,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196784,Metridia pacifica,C1,7,0.0625,11.926,9.391246017,424.6,3.5,6.33,0.059452483,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196784,Metridia pacifica,C2,5,0.0625,11.926,6.708032869,571,7.1,15.9,0.10662726,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196784,Metridia pacifica,C3,12,0.0625,11.926,16.09927889,736,5.3,34.56,0.556371241,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196784,Metridia pacifica,C4,8,0.125,11.926,5.366426295,988.9,6.6,86.11,0.462099742,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,196784,Metridia pacifica,C5,7,0.125,11.926,4.695623009,1218.2,6.7,163.49,0.767681561,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,106656,Oithona similis,C1-5,85,0.0078125,11.926,904.4867593,399.1,18.7,0.01,7.159232413,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,106656,Oithona similis,C6 AF,15,0.0078125,11.926,167.497548,470.9,7.3,13.87,2.323414946,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,106656,Oithona similis,C6 AM,3,0.0078125,11.926,33.4995096,443.4,7.8,11.42,0.382713438,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,157737,Oithona spinirostris,C1-5,14,0.125,11.926,9.391246017,674.4,14.2,0.04,0.396627898,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,157737,Oithona spinirostris,C6 AF,9,0.125,11.926,6.037229582,706,7.6,50.05,0.302192651,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,128956,Triconia borealis,C1-5,1,0.0625,11.926,1.341606574,427,11.7,0.01,0.008474126,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,128956,Triconia borealis,C6 AF,6,0.0625,11.926,8.049639443,436.6,10.8,11.09,0.089241942,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104811,Scolecithricella minor,C2,1,0.0625,11.926,1.341606574,416.1,0,15.64,0.020987221,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104811,Scolecithricella minor,C3,1,0.0625,11.926,1.341606574,416.2,0,15.65,0.021000537,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104811,Scolecithricella minor,C4,2,0.0625,11.926,2.683213148,766.2,1.1,229.64,0.616177774,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104811,Scolecithricella minor,C5,1,0.0625,11.926,1.341606574,951.5,0,595.01,0.798266147,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104811,Scolecithricella minor,C6 AF,3,0.0625,11.926,4.024819722,1113.3,6.4,1211.35,4.875454053,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104811,Scolecithricella minor,C6 AM,1,0.0625,11.926,1.341606574,991.9,0,714.72,0.95887383,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,346398,Epilabidocera longipedata,C5,1,1,11.926,0.083850411,1685,0,252.53,0.021174816,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,346398,Epilabidocera longipedata,C6 AF,1,1,11.926,0.083850411,2791.7,0,1570.97,0.131726488,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,116115,Microsetella norvegica, ,1,0.125,11.926,0.670803287,577.5,0,11.26,0.007555292,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,104183,Lucicutia,C2,1,0.125,11.926,0.670803287,365.7,0,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,105440,Parasagitta elegans, ,17,1,11.926,1.425456985,7356.6,43,945.39,1.347607203,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,105416,Eukrohnia hamata, ,1,1,11.926,0.083850411,5634.7,0,144.8,0.01214167,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,140223,Limacina helicina, ,28,0.0625,11.926,37.56498407,281.1,12.8,6.84,0.256765107,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,103413,Oikopleura labradoriensis, ,2,1,11.926,0.167700822,1267.2,1.8,351.14,0.058885852,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,103407,Oikopleura dioica, ,11,0.125,11.926,7.378836156,651.1,24,72.3,0.533476391,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,103375,Fritillaria borealis, ,2,0.125,11.926,1.341606574,433.5,6.9,0.72,0.000967904,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,254453,Themisto pacifica, ,5,1,11.926,0.419252054,2206.8,45.3,635.14,0.266284616,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,1130,Decapoda,Zoea,1,1,11.926,0.083850411,2239.4,0,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,1128,Euphausiacea,Egg,5,0.0625,11.926,6.708032869,382.1,6,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,1128,Euphausiacea,Nauplius,18,0.0625,11.926,24.14891833,460.1,6.7,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,1128,Euphausiacea,Calyptopis,6,0.125,11.926,4.024819722,1605.9,28.9,66.22,0.266530521,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,1128,Euphausiacea,Furcilia,3,0.25,11.926,1.00620493,3023.5,17.1,255.45,0.257038603,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,1128,Euphausiacea,Juvenile,2,1,11.926,0.167700822,3587.2,14.9,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,883,Polychaeta,Larvae,8,0.03125,11.926,21.46570518,441.1,37.4,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,129715,Tomopteris, ,1,1,11.926,0.083850411,1841.7,0,86.3,0.007236126,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,1082,Cirripedia,Nauplius,3,0.03125,11.926,8.049639443,334.5,28.7,2.35,0.018919503,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,105,Bivalvia,Larvae,25,0.03125,11.926,67.08032869,237.2,12.6,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,123084,Ophiuroidea,Ophiopluteus,30,0.03125,11.926,80.49639443,279.3,15.8,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,123080,Asteroidea,Bipinnaria,2,0.125,11.926,1.341606574,1028.9,3.6,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,101,Gastropoda,Larvae,26,0.03125,11.926,69.76354184,313.2,22,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,146142,Bryozoa,Cyphonautes,18,0.0078125,11.926,193.1913466,315.1,15.6,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,1248,Ctenophora, ,1,1,11.926,0.083850411,2643.9,0,7090.35,0.594528687,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,257529,Holophryxus alaskensis,Microniscid,2,0.25,11.926,0.670803287,811.8,12.1,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,13551,Anthoathecata, ,1,1,11.926,0.083850411,703.1,0,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,117834,Proboscidactyla flavicirrata, ,1,1,11.926,0.083850411,3376.3,0,1889.57,0.158441165,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,117848,Rathkea octopunctata, ,1,1,11.926,0.083850411,678.8,0,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,13552,Leptothecata, ,2,1,11.926,0.167700822,6477.8,31.4,3253.82,0.545668606,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,101800,Themisto, ,2,1,11.926,0.167700822,1027.4,2.4,50.42,0.008456031,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,101417,Hyperiidae, ,1,1,11.926,0.083850411,1339.3,0,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,1371,Siphonophorae,Nectophore,1,1,11.926,0.083850411,1531.8,0,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,59.8458,-149.4876,268,GAK01,0,100,0,135220,Scyphozoa,Fragment,1,1,11.926,0.083850411,6862.2,0,0,0,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T15:57:54-0800,2019-09-16T16:04:53-0800,59.6904,-149.3401,233,GAK02,0,100,0,1100,Calanoida,Nauplius,24,0.00195313,17.26603667,711.684417,312.2,20.1,3.91,2.785748908,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T15:57:54-0800,2019-09-16T16:04:53-0800,59.6904,-149.3401,233,GAK02,0,100,0,104108,Acartia,C1,2,0.0078125,17.26603667,14.82679581,356.9,5,3.47,0.051428491,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T15:57:54-0800,2019-09-16T16:04:53-0800,59.6904,-149.3401,233,GAK02,0,100,0,104257,Acartia longiremis,C6 AF,6,0.03125,17.26603667,11.12009685,876.6,5,47.35,0.526485029,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T15:57:54-0800,2019-09-16T16:04:53-0800,59.6904,-149.3401,233,GAK02,0,100,0,104257,Acartia longiremis,C6 AM,1,0.03125,17.26603667,1.853349476,711.9,0,25.71,0.047646746,,,,
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T15:57:54-0800,2019-09-16T16:04:53-0800,59.6904,-149.3401,233,GAK02,0,100,0,104075,Aetideidae,C3,1,0.125,17.26603667,0.463337369,804.1,0,46.79,0.021680441,,,,
