BOTTOM_DEPTH,CRUISE,DAY,DIS_PERVOLM2,DIS_PERVOLM3,EST_NUM_PERM2,EST_NUM_PERM3,FOCI_ID,FOCI_SAMPLE_ID,GEAR_NAME,GEOGRAPHIC_AREA,GMT_DATE_TIME_TXT,HAUL_ID,HAUL_NAME,HAUL_PERFORMANCE,LAT,LON,MAX_GEAR_DEPTH,MESH,MIN_GEAR_DEPTH,MONTH,NET,SAMPLE_DEPTH,SEX,SEX_NAME,SIZE_NAME,SPECIMEN_FORM,STAGE,STAGE_NAME,STATION_NAME,TAXON_NAME,TAXON_SIZE,VOLUME_FILTERED,YEAR,ZOOP_COPEPOD_NAUPLII,ZOOP_EUPHAUSIID_EGG
43,OS17-01,8,25.0998,0.7606,107.085,3.245,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,2,FEMALE,NOT DETERMINED,L,0,ADULT,4,Pseudocalanus spp.,999,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,214.1733,6.4901,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,22,C - 3 (COPEPODITE III),4,Pseudocalanus spp.,999,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,107.085,3.245,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,21,C - 2 (COPEPODITE II),4,Pseudocalanus spp.,999,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,107.085,3.245,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,20,C - 1 (COPEPODITE I),4,Pseudocalanus spp.,999,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,53.5425,1.6225,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,2,FEMALE,NOT DETERMINED,L,0,ADULT,4,Triconia spp.,999,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,9851.9124,298.5428,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,25,CYPRIS,4,Cirripedia,2,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,107.085,3.245,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,13,NAUPLIUS,4,Cirripedia,2,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,696.0591,21.0927,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,51,LARVA,4,Polychaete larvae,999,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,3105.4947,94.1059,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,999,NOT DETERMINED,4,Oikopleura spp.,2,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,696.0591,21.0927,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,999,NOT DETERMINED,4,Fritillaria spp.,2,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,,,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,13,NAUPLIUS,4,Copepod nauplii < 150 um,999,13.14831,2017,Y,
43,OS17-01,8,25.0998,0.7606,107.085,3.245,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,2,FEMALE,NOT DETERMINED,L,0,ADULT,4,Centropages abdominalis,999,13.14831,2017,,
43,OS17-01,8,25.0998,0.7606,53.5425,1.6225,,,20BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,23,C - 4 (COPEPODITE IV),4,Metridia pacifica/lucens,999,13.14831,2017,,
43,OS17-01,8,6.9399,0.2103,71.0556,2.1532,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,1,MALE,NOT DETERMINED,K,0,ADULT,4,Calanus glacialis,999,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,35.5278,1.0766,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,2,FEMALE,NOT DETERMINED,K,0,ADULT,4,Calanus glacialis,999,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,3748.1862,113.5814,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,NOT DETERMINED,K,24,C - 5 (COPEPODITE V),4,Calanus glacialis,999,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,53.2917,1.6149,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,NOT DETERMINED,K,23,C - 4 (COPEPODITE IV),4,Calanus glacialis,999,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,35.5278,1.0766,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,NOT DETERMINED,K,29,FURCILIA,4,Euphausiacea,999,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,53.2917,1.6149,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,>= 20 mm,K,999,NOT DETERMINED,4,Parasagitta (Sagitta) elegans,6,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,124.3473,3.7681,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,>= 5 and < 20 mm,K,999,NOT DETERMINED,4,Parasagitta (Sagitta) elegans,5,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,88.8195,2.6915,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,>= 5 mm,K,3,MEDUSA,4,Aglantha digitale,1,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,17.7639,0.5383,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,>= 5 mm,K,999,NOT DETERMINED,4,Clione limacina,1,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,53.2917,1.6149,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,>= 5 mm,K,70,ZOEA,4,Paguridae (Anomura),1,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,53.2917,1.6149,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,>= 5 mm,K,51,LARVA,4,Caridea,1,237.78541,2017,,
43,OS17-01,8,6.9399,0.2103,177.639,5.383,,,60BON,Arctic,2017-08-08 14:50,,1,GOOD,71.2335,-164.2223,33,505,,8,1,,999,NOT DETERMINED,>= 5 mm,K,999,NOT DETERMINED,4,Oikopleura spp.,1,237.78541,2017,,
24,OS17-01,9,0.9825,0.0655,0.393,0.0262,,,60BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,505,,8,1,,999,NOT DETERMINED,NOT DETERMINED,K,24,C - 5 (COPEPODITE V),6,Calanus glacialis,999,76.391,2017,,
24,OS17-01,9,0.9825,0.0655,0.393,0.0262,,,60BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,505,,8,1,,1,MALE,NOT DETERMINED,K,0,ADULT,6,Tortanus discaudatus,999,76.391,2017,,
24,OS17-01,9,0.9825,0.0655,0.1965,0.0131,,,60BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,505,,8,1,,1,MALE,NOT DETERMINED,K,0,ADULT,6,Epilabidocera amphitrites (E. longipedata),999,76.391,2017,,
24,OS17-01,9,0.9825,0.0655,0.1965,0.0131,,,60BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,505,,8,1,,999,NOT DETERMINED,NOT DETERMINED,K,23,C - 4 (COPEPODITE IV),6,Epilabidocera amphitrites (E. longipedata),999,76.391,2017,,
24,OS17-01,9,0.9825,0.0655,0.1965,0.0131,,,60BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,505,,8,1,,999,NOT DETERMINED,NOT DETERMINED,K,29,FURCILIA,6,Euphausiacea,999,76.391,2017,,
24,OS17-01,9,14.3925,0.9595,4912.842,327.5228,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,1,MALE,NOT DETERMINED,L,0,ADULT,6,Acartia longiremis,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,2456.421,163.7614,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,24,C - 5 (COPEPODITE V),6,Acartia longiremis,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,2456.421,163.7614,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,19,C-1 TO C-4,6,Acartia spp.,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,2456.421,163.7614,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,1,MALE,NOT DETERMINED,L,0,ADULT,6,Eurytemora herdmanni,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,39302.7345,2620.1823,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,2,FEMALE,NOT DETERMINED,L,0,ADULT,6,Oithona similis,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,39302.7345,2620.1823,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,24,C - 5 (COPEPODITE V),6,Oithona similis,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,29477.0505,1965.1367,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,19,C-1 TO C-4,6,Oithona spp.,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,2456.421,163.7614,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,1,MALE,NOT DETERMINED,L,24,C - 5 (COPEPODITE V),6,Pseudocalanus spp.,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,2456.421,163.7614,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,2,FEMALE,NOT DETERMINED,L,0,ADULT,6,Paracalanus spp.,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,44215.5765,2947.7051,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,999,NOT DETERMINED,6,Limacina helicina,2,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,591997.4415,39466.4961,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,51,LARVA,6,Echinodermata,2,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,12282.105,818.807,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,25,CYPRIS,6,Cirripedia,2,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,7369.263,491.2842,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,13,NAUPLIUS,6,Cirripedia,2,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,27020.6295,1801.3753,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,51,LARVA,6,Polychaete larvae,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,115451.7825,7696.7855,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,999,NOT DETERMINED,6,Fritillaria spp.,2,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,54041.2605,3602.7507,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,51,LARVA,6,Bivalvia,999,6.253,2017,,
24,OS17-01,9,14.3925,0.9595,,,,,20BON,Arctic,2017-08-09 22:10,,2,GOOD,70.5021,-161.0054,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,13,NAUPLIUS,6,Copepod nauplii < 150 um,999,6.253,2017,Y,
51,OS17-01,11,6.615,0.1575,108.045,2.5725,,,60BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,505,,8,1,,999,NOT DETERMINED,NOT DETERMINED,K,24,C - 5 (COPEPODITE V),7,Calanus glacialis,999,152.379,2017,,
51,OS17-01,11,6.615,0.1575,1.1046,0.0263,,,60BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,505,,8,1,,999,NOT DETERMINED,NOT DETERMINED,K,23,C - 4 (COPEPODITE IV),7,Calanus glacialis,999,152.379,2017,,
51,OS17-01,11,6.615,0.1575,0.5502,0.0131,,,60BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,505,,8,1,,1,MALE,NOT DETERMINED,K,23,C - 4 (COPEPODITE IV),7,Eucalanus bungii,999,152.379,2017,,
51,OS17-01,11,6.615,0.1575,0.5502,0.0131,,,60BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,505,,8,1,,2,FEMALE,NOT DETERMINED,K,0,ADULT,7,Metridia pacifica/lucens,999,152.379,2017,,
51,OS17-01,11,6.615,0.1575,7.7196,0.1838,,,60BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,505,,8,1,,999,NOT DETERMINED,NOT DETERMINED,K,29,FURCILIA,7,Euphausiacea,999,152.379,2017,,
51,OS17-01,11,6.615,0.1575,0.5502,0.0131,,,60BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,505,,8,1,,999,NOT DETERMINED,>= 5 and < 20 mm,K,999,NOT DETERMINED,7,Parasagitta (Sagitta) elegans,5,152.379,2017,,
51,OS17-01,11,6.615,0.1575,2.205,0.0525,,,60BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,505,,8,1,,999,NOT DETERMINED,>= 5 mm,K,64,A + J (ADULT/JUVENILE),7,Themisto pacifica (Parathemisto pacifica),1,152.379,2017,,
51,OS17-01,11,6.615,0.1575,1.1046,0.0263,,,60BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,505,,8,1,,999,NOT DETERMINED,>= 5 mm,K,70,ZOEA,7,Paguridae (Anomura),1,152.379,2017,,
51,OS17-01,11,8.694,0.207,185.4552,4.4156,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,24,C - 5 (COPEPODITE V),7,Acartia longiremis,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,185.4552,4.4156,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,19,C-1 TO C-4,7,Acartia spp.,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,370.9104,8.8312,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,19,C-1 TO C-4,7,Centropages spp.,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,1112.7354,26.4937,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,1,MALE,NOT DETERMINED,L,0,ADULT,7,Oithona similis,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,7047.3312,167.7936,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,2,FEMALE,NOT DETERMINED,L,0,ADULT,7,Oithona similis,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,12425.5572,295.8466,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,24,C - 5 (COPEPODITE V),7,Oithona similis,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,3523.6656,83.8968,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,19,C-1 TO C-4,7,Oithona spp.,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,185.4552,4.4156,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,DAMAGED,L,999,NOT DETERMINED,7,Oithona spp.,7,14.494,2017,,
51,OS17-01,11,8.694,0.207,185.4552,4.4156,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,22,C - 3 (COPEPODITE III),7,Pseudocalanus spp.,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,556.3698,13.2469,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,21,C - 2 (COPEPODITE II),7,Pseudocalanus spp.,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,370.9104,8.8312,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,20,C - 1 (COPEPODITE I),7,Pseudocalanus spp.,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,185.4552,4.4156,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,999,NOT DETERMINED,7,Chaetognatha,2,14.494,2017,,
51,OS17-01,11,8.694,0.207,556.3698,13.2469,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,999,NOT DETERMINED,7,Limacina helicina,2,14.494,2017,,
51,OS17-01,11,8.694,0.207,185.4552,4.4156,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,3,MEDUSA,7,Obelia spp.,2,14.494,2017,,
51,OS17-01,11,8.694,0.207,5007.3114,119.2217,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,3,MEDUSA,7,Aglantha digitale,2,14.494,2017,,
51,OS17-01,11,8.694,0.207,10570.9968,251.6904,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,999,NOT DETERMINED,7,Fritillaria spp.,2,14.494,2017,,
51,OS17-01,11,8.694,0.207,370.9104,8.8312,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,DAMAGED,L,999,NOT DETERMINED,7,Fritillaria spp. (head only),7,14.494,2017,,
51,OS17-01,11,8.694,0.207,3338.2104,79.4812,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,51,LARVA,7,Echinodermata,2,14.494,2017,,
51,OS17-01,11,8.694,0.207,19658.3394,468.0557,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,51,LARVA,7,Bivalvia,999,14.494,2017,,
51,OS17-01,11,8.694,0.207,5563.6812,132.4686,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,13,NAUPLIUS,7,Cirripedia,2,14.494,2017,,
51,OS17-01,11,8.694,0.207,1112.7354,26.4937,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,< 5 mm,L,25,CYPRIS,7,Cirripedia,2,14.494,2017,,
51,OS17-01,11,8.694,0.207,,,,,20BON,Arctic,2017-08-11 14:47,,1,GOOD,70.9965,-159.2462,42,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,13,NAUPLIUS,7,Copepod nauplii < 150 um,999,14.494,2017,Y,
24,OS17-01,12,7.959,0.5306,582.171,38.8114,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,24,C - 5 (COPEPODITE V),9,Acartia longiremis,999,6.596,2017,,
24,OS17-01,12,7.959,0.5306,2328.684,155.2456,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,19,C-1 TO C-4,9,Acartia spp.,999,6.596,2017,,
24,OS17-01,12,7.959,0.5306,13389.933,892.6622,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,1,MALE,NOT DETERMINED,L,0,ADULT,9,Oithona similis,999,6.596,2017,,
24,OS17-01,12,7.959,0.5306,16882.959,1125.5306,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,2,FEMALE,NOT DETERMINED,L,0,ADULT,9,Oithona similis,999,6.596,2017,,
24,OS17-01,12,7.959,0.5306,5821.71,388.114,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,24,C - 5 (COPEPODITE V),9,Oithona similis,999,6.596,2017,,
24,OS17-01,12,7.959,0.5306,5239.539,349.3026,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,19,C-1 TO C-4,9,Oithona spp.,999,6.596,2017,,
24,OS17-01,12,7.959,0.5306,1746.513,116.4342,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,999,NOT DETERMINED,DAMAGED,L,999,NOT DETERMINED,9,Oithona spp.,7,6.596,2017,,
24,OS17-01,12,7.959,0.5306,582.171,38.8114,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,2,FEMALE,NOT DETERMINED,L,0,ADULT,9,Pseudocalanus spp.,999,6.596,2017,,
24,OS17-01,12,7.959,0.5306,582.171,38.8114,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,1,MALE,NOT DETERMINED,L,24,C - 5 (COPEPODITE V),9,Pseudocalanus spp.,999,6.596,2017,,
24,OS17-01,12,7.959,0.5306,582.171,38.8114,,,20BON,Arctic,2017-08-12 15:24,,2,GOOD,70.997,-157.8058,15,153,,8,1,,999,NOT DETERMINED,NOT DETERMINED,L,22,C - 3 (COPEPODITE III),9,Pseudocalanus spp.,999,6.596,2017,,
